INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Coca Cola','500 ml',40,0.0,150,13);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Mountain Dew','250 ml',30,0.0,150,13);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Mountain Dew','250 ml',30,0.0,150,14);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Mountain Dew','500 ml',50,0.0,100,14);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Chicken Momo','',130,0.0,150,14);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Chicken Swarma','',100,0.0,150,14);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Chicken Swarma','Cheese',120,0.0,150,14);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Chicken Swarma','Mexican',150,0.0,120,14);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Hot Dog','',100,0.0,120,14);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Hot Dog','Mexican',120,0.0,120,14);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Burger','Cheese',120,0.0,130,14);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Burger','BBQ',150,0.0,130,14);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Pastry','Fudge Brownie',140,0.0,120,14);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Coca Cola','250 ml',40,0.0,120,14);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('French Fry','',120,0.0,100,15);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Potato Wedges','',100,0.0,100,15);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Chicken Wings','Naga',250,0.0,120,15);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Chicken Lollipop','Naga',240,0.0,120,15);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Chicken Lollipop','',200,0.0,100,15);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Drumstick','Naga',160,0.0,100,15);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Nachos','',240,0.0,100,15);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Burger','Cheese',200,0.0,120,15);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Burger','BBQ Cheese',230,0.0,120,15);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Burger','Naga',230,0.0,120,15);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Coca Cola','250 ml',40,0.0,120,15);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Chicken Chowmein','Single',90,0.0,130,15);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Chicken Chowmein','Double',90,0.0,130,15);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('MeatBox','',250,0.0,150,15);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('French Fry','',120,0.0,120,16);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Potato Wedges','',100,0.0,120,16);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Chicken Wings','Naga',250,0.0,120,16);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Wonton','',120,0.0,120,16);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Salad','Cashewnut',220,0.0,130,16);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Soup','Thick Thai',250,0.0,90,16);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Soup','Corn',170,0.0,100,16);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Burger','Smokey Chicken',200,0.0,100,16);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Burger','Double Decker',250,0.0,120,16);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Pasta','',220,0.0,120,16);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Pasta','Naga',250,0.0,120,6);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Pepsi','500 ml',30,0.0,140,16);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Coca Cola','500 ml',40,0.0,120,16);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Coca Cola','500 ml',40,0.0,120,17);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Rice Bowl','Crispy',180,0.0,100,17);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Rice Bowl','BBQ',200,0.0,100,17);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Rice Bowl','Cocktail',250,0.0,100,17);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Rice Bowl','Beef Sizzling',250,0.0,100,17);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Rice Bowl','Mexican',220,0.0,100,17);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Rice Bowl','Thai Hot & Spicy',240,0.0,100,17);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Fried Chicken','',140,0.0,100,17);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Rice Bowl','Vegetable',180,0.0,100,17);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Chicken Chowmein','',100,0.0,100,17);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Chicken Khichuri','',150,0.0,100,17);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Mixed Vegetable','',50,0.0,80,17);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Pepsi','500 ml',50,0.0,100,17);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Pepsi','250 ml',30,0.0,100,17);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Chicken Swarma','',100,0.0,90,17);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Burger','Chicken',140,0.0,90,18);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Burger','Chicken Cheese',160,0.0,90,18);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Chicken Lollipop','',120,0.0,100,18);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Pepsi','500 ml',50,0.0,100,18);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Soup','Thai',100,0.0,100,18);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Soup','Corn',80,0.0,100,18);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Soup','Vegetable',80,0.0,100,18);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Salad','Cashewnut',120,0.0,70,18);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Potato Wedges','',70,0.0,90,18);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('French Fry','',80,0.0,100,18);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Pepsi','250 ml',30,0.0,140,18);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Nachos','',250,0.0,100,18);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Wonton','',150,0.0,120,18);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Chicken Sandwich','',80,0.0,100,18);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Fried Rice','',150,0.0,120,18);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Fried Rice','',150,0.0,120,19);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Burger','Chicken Cheese',150,0.0,120,19);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Burger','Naga',180,0.0,100,19);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Burger','Mexican',200,0.0,100,19);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Pizza','Alfredo',300,0.0,100,19);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Pizza','Mexican',350,0.0,110,19);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Pasta','Baked',220,0.0,130,19);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Pasta','Naga',250,0.0,100,19);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Pasta','Mexican',280,0.0,100,19);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Chicken Lollipop','',120,0.0,80,19);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Salad','',80,0.0,50,19);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Fried Rice','BBQ',180,0.0,100,19);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Chicken Swarma','Mexican',160,0.0,120,19);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Chicken SWarma','',130,0.0,120,19);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Pepsi','500 ml',30,0.0,150,19);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Coca Cola','500 ml',40,0.0,150,19);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Mojo','500 ml',30,0.0,150,19);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Coca Cola','500 ml',40,0.0,150,20);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Coca Cola','250 ml',40,0.0,100,20);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Mountain Dew','250 ml',30,0.0,100,20);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Mojo','250 ml',20,0.0,100,20);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Coca Cola','500 ml',60,0.0,100,20);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Coffee','Cappuccino',220,0.0,100,20);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Eggs Benedict','',140,0.0,100,20);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Chocolate Crepes','',180,0.0,100,20);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Cheese Balls','',100,0.0,100,20);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Coffee','Irish',180,0.0,120,20);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Cake','Red Velvet',220,0.0,120,20);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Cake','Choco Lava',200,0.0,120,20);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Cold Chocolate Milk','',140,0.0,120,20);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Brownie','',130,0.0,140,20);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES('Cake','Strawberry Cheese',250,0.0,120,20);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES
('Potato Wedges','',150,0.0,100,21);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES
('Pepsi','500 ml',30,0.0,150,21);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)
VALUES
('Chicken Wings','',150,0.0,90,21);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Pizza','Pepperoni',380,0.0,90,21);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Pastry','',180,0.0,100,21);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Malai Nan','Medium',40,0.0,150,21);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Coffee','Caramel-Macchiato',400,0.0,100,21);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Coffee','Mocha',350,0.0,100,21);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('BBQ Wings','',200,0.0,90,21);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Soup','Thai',280,0.0,100,21);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('MeatBox','',350,0.0,100,21);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Hot Dog','',180,0.0,100,21);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Swarma','',120,0.0,120,21);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Swarma with Cheese','',150,0.0,120,21);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Wonton','',150,0.0,120,21);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Kabab','Boty',150,0.0,120,21);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Kabab','Reshmi',180,0.0,120,21);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Beef Rezala','',250,0.0,100,21);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Beef Kabab','',210,0.0,100,21);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Pizza','Margherita',420,0.0,120,21);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Marshmallow Taste','',250,0.0,80,22);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Sandwich','',150,0.0,100,22);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Pasta','Baked',250,0.0,100,22);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('BBQ Wings','',220,0.0,90,22);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Swarma','',120,0.0,100,22);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Rice Bowl','Crispy',180,0.0,90,22);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Roast','',150,0.0,90,22);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Chicken Wings','',250,0.0,90,22);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Burger','Classic Cheese',260,0.0,100,22);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Banana Pudding','',250,0.0,70,22);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Sweet Vanilla','Latte',200,0.0,60,22);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Pastry','',200,0.0,90,22);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Burger','Naga',280,0.0,100,22);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Mountain Dew','250 ml',30,0.0,120,22);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Nachos','',280,0.0,80,22);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Coca-Cola','250 ml',40,0.0,100,22);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Burger','Smoke BBQ',220,0.0,100,22);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Beef Rezala','',280,0.0,120,22);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Pepsi','250 ml',30,0.0,130,22);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Burger','Beef',280,0.0,80,22);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Pepsi','250 ml',30,0.0,100,23);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Prawn Masala','',400,0.0,50,23);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Sweet & Sour Prawn','',360,0.0,50,23);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Salmon','',200,0.0,60,23);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Prawn Sizzler','',380,0.0,50,23);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Crispy Telapia','',250,0.0,40,23);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Hot Sauce Prawn','',470,0.0,50,23);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Garlic Prawn','',450,0.0,50,23);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Szechuan Prawn','',420,0.0,30,23);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Mountain Dew','250 ml',30,0.0,100,23);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Prawn with Ginger Mashroom','',450,0.0,50,23);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Szechuan Fish','',460,0.0,40,23);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Pepsi','500 ml',50,0.0,100,23);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Garlic Fish','',380,0.0,100,23);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Promfet Golden Fry','',400,0.0,100,23);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
('Steam Red Snapper','',350,0.0,60,23);
INSERT INTO MENU (ITEM_NAME, TYPE, PRICE, DISCOUNT,COUNT_NUMBER,RESTAURANT_ID)VALUES
